message,severity,show_cmds,debug_cmds,reclassified_severity
%BGP-3-NOTIFICATION: received from neighbor 10.40.176.27 6/3 (Hold Timer Expired) 0 bytes,Critical,"show ip bgp summary, show log, show ip bgp neighbors 10.40.176.27","debug ip bgp events, debug ip bgp keepalives",Critical
%BGP-4-MSGDUMP: Message discarded from 10.42.227.107,Warning,"show ip bgp neighbors 10.42.227.107, show log",debug ip bgp updates,Warning
%BGP-5-ADJCHANGE: neighbor 10.71.0.242 Up,Info,"show ip bgp summary, show ip bgp neighbors 10.71.0.242","debug ip bgp events, debug ip bgp updates",Info
%BGP-5-ADJCHANGE: neighbor 10.52.143.164 Down BGP Notification sent,Critical,"show ip bgp summary, show ip bgp neighbors 10.52.143.164, show log","debug ip bgp events, debug ip bgp updates",Critical
%BGP-4-BGP_BACKWARD_TRANSITION: BGP: Transition from Established to Idle,Critical,"show ip bgp neighbors 10.152.131.27, show ip bgp summary",debug ip bgp events,Critical
%BGP-3-NOTIFICATION: sent to neighbor 10.239.173.206 3/1 (invalid next hop attribute) 0 bytes,Critical,"show ip bgp neighbors 10.239.173.206, show ip bgp",debug ip bgp updates,Critical
%BGP-5-ADJCHANGE: neighbor 10.18.139.174 Down BGP Notification sent,Critical,"show ip bgp summary, show ip bgp neighbors 10.18.139.174, show log","debug ip bgp events, debug ip bgp updates",Critical
%BGP-5-ADJCHANGE: neighbor 10.177.177.193 Down BGP Notification sent,Critical,"show ip bgp summary, show ip bgp neighbors 10.177.177.193, show log","debug ip bgp events, debug ip bgp updates",Critical
%BGP-5-ADJCHANGE: neighbor 10.245.17.175 Up,Info,"show ip bgp summary, show ip bgp neighbors 10.245.17.175","debug ip bgp events, debug ip bgp updates",Info
%BGP-5-SESSIONRESET: BGP Session reset with neighbor 10.197.244.135,Warning,"show ip bgp summary, show ip bgp neighbors",debug ip bgp events,Critical
%BGP-4-BGP_BACKWARD_TRANSITION: BGP: Transition from Established to Idle,Critical,"show ip bgp neighbors 10.93.115.183, show ip bgp summary",debug ip bgp events,Critical
%BGP-4-MSGDUMP: Message discarded from 10.53.83.226,Warning,"show ip bgp neighbors 10.53.83.226, show log",debug ip bgp updates,Warning
%BGP-4-MSGDUMP: Message discarded from 10.77.121.144,Warning,"show ip bgp neighbors 10.77.121.144, show log",debug ip bgp updates,Warning
%BGP-4-MSGDUMP: Message discarded from 10.81.161.54,Warning,"show ip bgp neighbors 10.81.161.54, show log",debug ip bgp updates,Warning
%BGP-5-ADJCHANGE: neighbor 10.154.30.174 Up,Info,"show ip bgp summary, show ip bgp neighbors 10.154.30.174","debug ip bgp events, debug ip bgp updates",Info
%BGP-4-MSGDUMP: Message discarded from 10.236.202.2,Warning,"show ip bgp neighbors 10.236.202.2, show log",debug ip bgp updates,Warning
%BGP-5-ADJCHANGE: neighbor 10.153.157.65 Up,Info,"show ip bgp summary, show ip bgp neighbors 10.153.157.65","debug ip bgp events, debug ip bgp updates",Info
%BGP-3-NOTIFICATION: sent to neighbor 10.180.176.211 3/1 (invalid next hop attribute) 0 bytes,Critical,"show ip bgp neighbors 10.180.176.211, show ip bgp",debug ip bgp updates,Critical
%BGP-5-ADJCHANGE: neighbor 10.181.220.154 Down BGP Notification sent,Critical,"show ip bgp summary, show ip bgp neighbors 10.181.220.154, show log","debug ip bgp events, debug ip bgp updates",Critical
%BGP-3-NOTIFICATION: sent to neighbor 10.122.60.103 3/1 (invalid next hop attribute) 0 bytes,Critical,"show ip bgp neighbors 10.122.60.103, show ip bgp",debug ip bgp updates,Critical
%BGP-4-MSGDUMP: Message discarded from 10.162.170.203,Warning,"show ip bgp neighbors 10.162.170.203, show log",debug ip bgp updates,Warning
%BGP-5-SESSIONRESET: BGP Session reset with neighbor 10.67.141.193,Warning,"show ip bgp summary, show ip bgp neighbors",debug ip bgp events,Critical
%BGP-5-ADJCHANGE: neighbor 10.116.204.238 Down BGP Notification sent,Critical,"show ip bgp summary, show ip bgp neighbors 10.116.204.238, show log","debug ip bgp events, debug ip bgp updates",Critical
%BGP-4-MSGDUMP: Message discarded from 10.86.69.82,Warning,"show ip bgp neighbors 10.86.69.82, show log",debug ip bgp updates,Warning
%BGP-4-BGP_BACKWARD_TRANSITION: BGP: Transition from Established to Idle,Critical,"show ip bgp neighbors 10.134.147.183, show ip bgp summary",debug ip bgp events,Critical
%BGP-4-BGP_BACKWARD_TRANSITION: BGP: Transition from Established to Idle,Critical,"show ip bgp neighbors 10.27.159.138, show ip bgp summary",debug ip bgp events,Critical
%BGP-5-ADJCHANGE: neighbor 10.205.161.150 Down BGP Notification sent,Critical,"show ip bgp summary, show ip bgp neighbors 10.205.161.150, show log","debug ip bgp events, debug ip bgp updates",Critical
%BGP-3-NOTIFICATION: sent to neighbor 10.146.135.73 3/1 (invalid next hop attribute) 0 bytes,Critical,"show ip bgp neighbors 10.146.135.73, show ip bgp",debug ip bgp updates,Critical
%BGP-4-BGP_BACKWARD_TRANSITION: BGP: Transition from Established to Idle,Critical,"show ip bgp neighbors 10.178.55.83, show ip bgp summary",debug ip bgp events,Critical
%BGP-4-BGP_BACKWARD_TRANSITION: BGP: Transition from Established to Idle,Critical,"show ip bgp neighbors 10.195.164.245, show ip bgp summary",debug ip bgp events,Critical
%BGP-5-ADJCHANGE: neighbor 10.15.114.142 Down BGP Notification sent,Critical,"show ip bgp summary, show ip bgp neighbors 10.15.114.142, show log","debug ip bgp events, debug ip bgp updates",Critical
%BGP-3-NOTIFICATION: received from neighbor 10.239.219.222 6/3 (Hold Timer Expired) 0 bytes,Critical,"show ip bgp summary, show log, show ip bgp neighbors 10.239.219.222","debug ip bgp events, debug ip bgp keepalives",Critical
%BGP-4-MSGDUMP: Message discarded from 10.129.157.45,Warning,"show ip bgp neighbors 10.129.157.45, show log",debug ip bgp updates,Warning
%BGP-5-ADJCHANGE: neighbor 10.224.62.197 Down BGP Notification sent,Critical,"show ip bgp summary, show ip bgp neighbors 10.224.62.197, show log","debug ip bgp events, debug ip bgp updates",Critical
%BGP-5-ADJCHANGE: neighbor 10.13.90.190 Up,Info,"show ip bgp summary, show ip bgp neighbors 10.13.90.190","debug ip bgp events, debug ip bgp updates",Info
%BGP-3-NOTIFICATION: sent to neighbor 10.79.161.94 3/1 (invalid next hop attribute) 0 bytes,Critical,"show ip bgp neighbors 10.79.161.94, show ip bgp",debug ip bgp updates,Critical
%BGP-5-ADJCHANGE: neighbor 10.16.121.172 Down BGP Notification sent,Critical,"show ip bgp summary, show ip bgp neighbors 10.16.121.172, show log","debug ip bgp events, debug ip bgp updates",Critical
%BGP-3-NOTIFICATION: sent to neighbor 10.95.94.44 3/1 (invalid next hop attribute) 0 bytes,Critical,"show ip bgp neighbors 10.95.94.44, show ip bgp",debug ip bgp updates,Critical
%BGP-3-NOTIFICATION: received from neighbor 10.124.140.2 6/3 (Hold Timer Expired) 0 bytes,Critical,"show ip bgp summary, show log, show ip bgp neighbors 10.124.140.2","debug ip bgp events, debug ip bgp keepalives",Critical
%BGP-5-STATECHANGE: neighbor 10.184.9.178 changed state from Idle to Connect,Info,"show ip bgp summary, show ip bgp neighbors 10.184.9.178",debug ip bgp events,Info
%BGP-5-ADJCHANGE: neighbor 10.215.187.174 Up,Info,"show ip bgp summary, show ip bgp neighbors 10.215.187.174","debug ip bgp events, debug ip bgp updates",Info
%BGP-5-ADJCHANGE: neighbor 10.109.3.11 Down BGP Notification sent,Critical,"show ip bgp summary, show ip bgp neighbors 10.109.3.11, show log","debug ip bgp events, debug ip bgp updates",Critical
%BGP-5-ADJCHANGE: neighbor 10.249.76.108 Up,Info,"show ip bgp summary, show ip bgp neighbors 10.249.76.108","debug ip bgp events, debug ip bgp updates",Info
%BGP-5-STATECHANGE: neighbor 10.109.224.66 changed state from Idle to Connect,Info,"show ip bgp summary, show ip bgp neighbors 10.109.224.66",debug ip bgp events,Info
%BGP-3-NOTIFICATION: sent to neighbor 10.52.243.247 3/1 (invalid next hop attribute) 0 bytes,Critical,"show ip bgp neighbors 10.52.243.247, show ip bgp",debug ip bgp updates,Critical
%BGP-5-STATECHANGE: neighbor 10.85.163.202 changed state from Idle to Connect,Info,"show ip bgp summary, show ip bgp neighbors 10.85.163.202",debug ip bgp events,Info
%BGP-4-BGP_BACKWARD_TRANSITION: BGP: Transition from Established to Idle,Critical,"show ip bgp neighbors 10.225.13.207, show ip bgp summary",debug ip bgp events,Critical
%BGP-5-SESSIONRESET: BGP Session reset with neighbor 10.42.141.160,Warning,"show ip bgp summary, show ip bgp neighbors",debug ip bgp events,Critical
%BGP-3-NOTIFICATION: received from neighbor 10.102.236.50 6/3 (Hold Timer Expired) 0 bytes,Critical,"show ip bgp summary, show log, show ip bgp neighbors 10.102.236.50","debug ip bgp events, debug ip bgp keepalives",Critical
%BGP-5-STATECHANGE: neighbor 10.5.11.107 changed state from Idle to Connect,Info,"show ip bgp summary, show ip bgp neighbors 10.5.11.107",debug ip bgp events,Info
%BGP-5-ADJCHANGE: neighbor 10.54.99.148 Up,Info,"show ip bgp summary, show ip bgp neighbors 10.54.99.148","debug ip bgp events, debug ip bgp updates",Info
%BGP-4-MSGDUMP: Message discarded from 10.67.35.97,Warning,"show ip bgp neighbors 10.67.35.97, show log",debug ip bgp updates,Warning
%BGP-5-SESSIONRESET: BGP Session reset with neighbor 10.216.13.147,Warning,"show ip bgp summary, show ip bgp neighbors",debug ip bgp events,Critical
%BGP-5-ADJCHANGE: neighbor 10.28.40.59 Down BGP Notification sent,Critical,"show ip bgp summary, show ip bgp neighbors 10.28.40.59, show log","debug ip bgp events, debug ip bgp updates",Critical
%BGP-5-SESSIONRESET: BGP Session reset with neighbor 10.208.78.72,Warning,"show ip bgp summary, show ip bgp neighbors",debug ip bgp events,Critical
%BGP-3-NOTIFICATION: sent to neighbor 10.75.78.109 3/1 (invalid next hop attribute) 0 bytes,Critical,"show ip bgp neighbors 10.75.78.109, show ip bgp",debug ip bgp updates,Critical
%BGP-3-NOTIFICATION: received from neighbor 10.227.35.40 6/3 (Hold Timer Expired) 0 bytes,Critical,"show ip bgp summary, show log, show ip bgp neighbors 10.227.35.40","debug ip bgp events, debug ip bgp keepalives",Critical
%BGP-3-NOTIFICATION: sent to neighbor 10.204.163.218 3/1 (invalid next hop attribute) 0 bytes,Critical,"show ip bgp neighbors 10.204.163.218, show ip bgp",debug ip bgp updates,Critical
%BGP-3-NOTIFICATION: received from neighbor 10.150.84.215 6/3 (Hold Timer Expired) 0 bytes,Critical,"show ip bgp summary, show log, show ip bgp neighbors 10.150.84.215","debug ip bgp events, debug ip bgp keepalives",Critical
%BGP-3-NOTIFICATION: sent to neighbor 10.109.182.13 3/1 (invalid next hop attribute) 0 bytes,Critical,"show ip bgp neighbors 10.109.182.13, show ip bgp",debug ip bgp updates,Critical
%BGP-5-ADJCHANGE: neighbor 10.155.54.237 Down BGP Notification sent,Critical,"show ip bgp summary, show ip bgp neighbors 10.155.54.237, show log","debug ip bgp events, debug ip bgp updates",Critical
%BGP-5-ADJCHANGE: neighbor 10.198.87.143 Down BGP Notification sent,Critical,"show ip bgp summary, show ip bgp neighbors 10.198.87.143, show log","debug ip bgp events, debug ip bgp updates",Critical
%BGP-3-NOTIFICATION: sent to neighbor 10.129.209.94 3/1 (invalid next hop attribute) 0 bytes,Critical,"show ip bgp neighbors 10.129.209.94, show ip bgp",debug ip bgp updates,Critical
%BGP-5-SESSIONRESET: BGP Session reset with neighbor 10.158.132.202,Warning,"show ip bgp summary, show ip bgp neighbors",debug ip bgp events,Critical
%BGP-5-STATECHANGE: neighbor 10.2.84.213 changed state from Idle to Connect,Info,"show ip bgp summary, show ip bgp neighbors 10.2.84.213",debug ip bgp events,Info
%BGP-3-NOTIFICATION: received from neighbor 10.244.133.52 6/3 (Hold Timer Expired) 0 bytes,Critical,"show ip bgp summary, show log, show ip bgp neighbors 10.244.133.52","debug ip bgp events, debug ip bgp keepalives",Critical
%BGP-5-ADJCHANGE: neighbor 10.18.92.62 Down BGP Notification sent,Critical,"show ip bgp summary, show ip bgp neighbors 10.18.92.62, show log","debug ip bgp events, debug ip bgp updates",Critical
%BGP-5-ADJCHANGE: neighbor 10.167.140.108 Down BGP Notification sent,Critical,"show ip bgp summary, show ip bgp neighbors 10.167.140.108, show log","debug ip bgp events, debug ip bgp updates",Critical
%BGP-5-SESSIONRESET: BGP Session reset with neighbor 10.104.58.123,Warning,"show ip bgp summary, show ip bgp neighbors",debug ip bgp events,Critical
%BGP-4-BGP_BACKWARD_TRANSITION: BGP: Transition from Established to Idle,Critical,"show ip bgp neighbors 10.156.224.47, show ip bgp summary",debug ip bgp events,Critical
%BGP-3-NOTIFICATION: sent to neighbor 10.78.118.156 3/1 (invalid next hop attribute) 0 bytes,Critical,"show ip bgp neighbors 10.78.118.156, show ip bgp",debug ip bgp updates,Critical
%BGP-4-MSGDUMP: Message discarded from 10.52.32.89,Warning,"show ip bgp neighbors 10.52.32.89, show log",debug ip bgp updates,Warning
%BGP-5-STATECHANGE: neighbor 10.209.57.214 changed state from Idle to Connect,Info,"show ip bgp summary, show ip bgp neighbors 10.209.57.214",debug ip bgp events,Info
%BGP-3-NOTIFICATION: received from neighbor 10.103.34.254 6/3 (Hold Timer Expired) 0 bytes,Critical,"show ip bgp summary, show log, show ip bgp neighbors 10.103.34.254","debug ip bgp events, debug ip bgp keepalives",Critical
%BGP-5-ADJCHANGE: neighbor 10.159.125.75 Down BGP Notification sent,Critical,"show ip bgp summary, show ip bgp neighbors 10.159.125.75, show log","debug ip bgp events, debug ip bgp updates",Critical
%BGP-3-NOTIFICATION: sent to neighbor 10.70.91.205 3/1 (invalid next hop attribute) 0 bytes,Critical,"show ip bgp neighbors 10.70.91.205, show ip bgp",debug ip bgp updates,Critical
%BGP-5-ADJCHANGE: neighbor 10.186.98.177 Down BGP Notification sent,Critical,"show ip bgp summary, show ip bgp neighbors 10.186.98.177, show log","debug ip bgp events, debug ip bgp updates",Critical
%BGP-4-MSGDUMP: Message discarded from 10.74.61.186,Warning,"show ip bgp neighbors 10.74.61.186, show log",debug ip bgp updates,Warning
%BGP-5-STATECHANGE: neighbor 10.51.229.22 changed state from Idle to Connect,Info,"show ip bgp summary, show ip bgp neighbors 10.51.229.22",debug ip bgp events,Info
%BGP-4-MSGDUMP: Message discarded from 10.169.17.245,Warning,"show ip bgp neighbors 10.169.17.245, show log",debug ip bgp updates,Warning
%BGP-5-SESSIONRESET: BGP Session reset with neighbor 10.97.103.188,Warning,"show ip bgp summary, show ip bgp neighbors",debug ip bgp events,Critical
%BGP-5-ADJCHANGE: neighbor 10.199.13.64 Down BGP Notification sent,Critical,"show ip bgp summary, show ip bgp neighbors 10.199.13.64, show log","debug ip bgp events, debug ip bgp updates",Critical
%BGP-5-ADJCHANGE: neighbor 10.18.127.159 Down BGP Notification sent,Critical,"show ip bgp summary, show ip bgp neighbors 10.18.127.159, show log","debug ip bgp events, debug ip bgp updates",Critical
%BGP-5-ADJCHANGE: neighbor 10.211.159.13 Down BGP Notification sent,Critical,"show ip bgp summary, show ip bgp neighbors 10.211.159.13, show log","debug ip bgp events, debug ip bgp updates",Critical
%BGP-5-ADJCHANGE: neighbor 10.117.53.86 Down BGP Notification sent,Critical,"show ip bgp summary, show ip bgp neighbors 10.117.53.86, show log","debug ip bgp events, debug ip bgp updates",Critical
%BGP-5-ADJCHANGE: neighbor 10.12.41.164 Down BGP Notification sent,Critical,"show ip bgp summary, show ip bgp neighbors 10.12.41.164, show log","debug ip bgp events, debug ip bgp updates",Critical
%BGP-3-NOTIFICATION: sent to neighbor 10.81.236.189 3/1 (invalid next hop attribute) 0 bytes,Critical,"show ip bgp neighbors 10.81.236.189, show ip bgp",debug ip bgp updates,Critical
%BGP-5-ADJCHANGE: neighbor 10.81.129.206 Down BGP Notification sent,Critical,"show ip bgp summary, show ip bgp neighbors 10.81.129.206, show log","debug ip bgp events, debug ip bgp updates",Critical
%BGP-5-ADJCHANGE: neighbor 10.11.186.237 Down BGP Notification sent,Critical,"show ip bgp summary, show ip bgp neighbors 10.11.186.237, show log","debug ip bgp events, debug ip bgp updates",Critical
%BGP-4-MSGDUMP: Message discarded from 10.177.164.208,Warning,"show ip bgp neighbors 10.177.164.208, show log",debug ip bgp updates,Warning
%BGP-3-NOTIFICATION: received from neighbor 10.75.193.194 6/3 (Hold Timer Expired) 0 bytes,Critical,"show ip bgp summary, show log, show ip bgp neighbors 10.75.193.194","debug ip bgp events, debug ip bgp keepalives",Critical
%BGP-4-MSGDUMP: Message discarded from 10.215.136.202,Warning,"show ip bgp neighbors 10.215.136.202, show log",debug ip bgp updates,Warning
%BGP-4-BGP_BACKWARD_TRANSITION: BGP: Transition from Established to Idle,Critical,"show ip bgp neighbors 10.210.178.95, show ip bgp summary",debug ip bgp events,Critical
%BGP-4-MSGDUMP: Message discarded from 10.156.139.25,Warning,"show ip bgp neighbors 10.156.139.25, show log",debug ip bgp updates,Warning
%BGP-3-NOTIFICATION: sent to neighbor 10.80.118.3 3/1 (invalid next hop attribute) 0 bytes,Critical,"show ip bgp neighbors 10.80.118.3, show ip bgp",debug ip bgp updates,Critical
%BGP-5-STATECHANGE: neighbor 10.3.163.220 changed state from Idle to Connect,Info,"show ip bgp summary, show ip bgp neighbors 10.3.163.220",debug ip bgp events,Info
%BGP-5-ADJCHANGE: neighbor 10.111.222.76 Up,Info,"show ip bgp summary, show ip bgp neighbors 10.111.222.76","debug ip bgp events, debug ip bgp updates",Info
%BGP-4-BGP_BACKWARD_TRANSITION: BGP: Transition from Established to Idle,Critical,"show ip bgp neighbors 10.150.76.65, show ip bgp summary",debug ip bgp events,Critical
%BGP-4-MSGDUMP: Message discarded from 10.231.102.40,Warning,"show ip bgp neighbors 10.231.102.40, show log",debug ip bgp updates,Warning
%BGP-5-SESSIONRESET: BGP Session reset with neighbor 10.172.156.165,Warning,"show ip bgp summary, show ip bgp neighbors",debug ip bgp events,Critical
%BGP-5-ADJCHANGE: neighbor 10.211.183.100 Down BGP Notification sent,Critical,"show ip bgp summary, show ip bgp neighbors 10.211.183.100, show log","debug ip bgp events, debug ip bgp updates",Critical
%BGP-4-BGP_BACKWARD_TRANSITION: BGP: Transition from Established to Idle,Critical,"show ip bgp neighbors 10.16.39.123, show ip bgp summary",debug ip bgp events,Critical
%BGP-5-ADJCHANGE: neighbor 10.67.132.82 Up,Info,"show ip bgp summary, show ip bgp neighbors 10.67.132.82","debug ip bgp events, debug ip bgp updates",Info
%BGP-5-ADJCHANGE: neighbor 10.37.123.163 Down BGP Notification sent,Critical,"show ip bgp summary, show ip bgp neighbors 10.37.123.163, show log","debug ip bgp events, debug ip bgp updates",Critical
%BGP-5-SESSIONRESET: BGP Session reset with neighbor 10.115.35.172,Warning,"show ip bgp summary, show ip bgp neighbors",debug ip bgp events,Critical
%BGP-3-NOTIFICATION: sent to neighbor 10.127.171.11 3/1 (invalid next hop attribute) 0 bytes,Critical,"show ip bgp neighbors 10.127.171.11, show ip bgp",debug ip bgp updates,Critical
%BGP-3-NOTIFICATION: sent to neighbor 10.91.246.115 3/1 (invalid next hop attribute) 0 bytes,Critical,"show ip bgp neighbors 10.91.246.115, show ip bgp",debug ip bgp updates,Critical
%BGP-5-STATECHANGE: neighbor 10.159.64.186 changed state from Idle to Connect,Info,"show ip bgp summary, show ip bgp neighbors 10.159.64.186",debug ip bgp events,Info
%BGP-5-ADJCHANGE: neighbor 10.31.250.202 Down BGP Notification sent,Critical,"show ip bgp summary, show ip bgp neighbors 10.31.250.202, show log","debug ip bgp events, debug ip bgp updates",Critical
%BGP-5-ADJCHANGE: neighbor 10.54.184.37 Up,Info,"show ip bgp summary, show ip bgp neighbors 10.54.184.37","debug ip bgp events, debug ip bgp updates",Info
%BGP-5-STATECHANGE: neighbor 10.155.66.229 changed state from Idle to Connect,Info,"show ip bgp summary, show ip bgp neighbors 10.155.66.229",debug ip bgp events,Info
%BGP-5-SESSIONRESET: BGP Session reset with neighbor 10.190.186.125,Warning,"show ip bgp summary, show ip bgp neighbors",debug ip bgp events,Critical
%BGP-3-NOTIFICATION: sent to neighbor 10.253.187.130 3/1 (invalid next hop attribute) 0 bytes,Critical,"show ip bgp neighbors 10.253.187.130, show ip bgp",debug ip bgp updates,Critical
%BGP-5-ADJCHANGE: neighbor 10.213.38.36 Up,Info,"show ip bgp summary, show ip bgp neighbors 10.213.38.36","debug ip bgp events, debug ip bgp updates",Info
%BGP-5-ADJCHANGE: neighbor 10.3.168.180 Up,Info,"show ip bgp summary, show ip bgp neighbors 10.3.168.180","debug ip bgp events, debug ip bgp updates",Info
%BGP-3-NOTIFICATION: received from neighbor 10.185.170.46 6/3 (Hold Timer Expired) 0 bytes,Critical,"show ip bgp summary, show log, show ip bgp neighbors 10.185.170.46","debug ip bgp events, debug ip bgp keepalives",Critical
%BGP-5-ADJCHANGE: neighbor 10.161.56.66 Down BGP Notification sent,Critical,"show ip bgp summary, show ip bgp neighbors 10.161.56.66, show log","debug ip bgp events, debug ip bgp updates",Critical
%BGP-4-MSGDUMP: Message discarded from 10.207.96.141,Warning,"show ip bgp neighbors 10.207.96.141, show log",debug ip bgp updates,Warning
%BGP-4-MSGDUMP: Message discarded from 10.50.81.23,Warning,"show ip bgp neighbors 10.50.81.23, show log",debug ip bgp updates,Warning
%BGP-3-NOTIFICATION: sent to neighbor 10.76.124.146 3/1 (invalid next hop attribute) 0 bytes,Critical,"show ip bgp neighbors 10.76.124.146, show ip bgp",debug ip bgp updates,Critical
%BGP-5-SESSIONRESET: BGP Session reset with neighbor 10.53.200.88,Warning,"show ip bgp summary, show ip bgp neighbors",debug ip bgp events,Critical
%BGP-5-ADJCHANGE: neighbor 10.126.120.249 Up,Info,"show ip bgp summary, show ip bgp neighbors 10.126.120.249","debug ip bgp events, debug ip bgp updates",Info
%BGP-5-SESSIONRESET: BGP Session reset with neighbor 10.89.39.38,Warning,"show ip bgp summary, show ip bgp neighbors",debug ip bgp events,Critical
%BGP-3-NOTIFICATION: received from neighbor 10.157.17.75 6/3 (Hold Timer Expired) 0 bytes,Critical,"show ip bgp summary, show log, show ip bgp neighbors 10.157.17.75","debug ip bgp events, debug ip bgp keepalives",Critical
%BGP-5-ADJCHANGE: neighbor 10.126.211.155 Up,Info,"show ip bgp summary, show ip bgp neighbors 10.126.211.155","debug ip bgp events, debug ip bgp updates",Info
%BGP-3-NOTIFICATION: sent to neighbor 10.21.127.60 3/1 (invalid next hop attribute) 0 bytes,Critical,"show ip bgp neighbors 10.21.127.60, show ip bgp",debug ip bgp updates,Critical
%BGP-3-NOTIFICATION: sent to neighbor 10.140.111.24 3/1 (invalid next hop attribute) 0 bytes,Critical,"show ip bgp neighbors 10.140.111.24, show ip bgp",debug ip bgp updates,Critical
%BGP-5-ADJCHANGE: neighbor 10.213.84.212 Up,Info,"show ip bgp summary, show ip bgp neighbors 10.213.84.212","debug ip bgp events, debug ip bgp updates",Info
%BGP-3-NOTIFICATION: received from neighbor 10.94.107.168 6/3 (Hold Timer Expired) 0 bytes,Critical,"show ip bgp summary, show log, show ip bgp neighbors 10.94.107.168","debug ip bgp events, debug ip bgp keepalives",Critical
%BGP-5-SESSIONRESET: BGP Session reset with neighbor 10.44.137.86,Warning,"show ip bgp summary, show ip bgp neighbors",debug ip bgp events,Critical
%BGP-4-BGP_BACKWARD_TRANSITION: BGP: Transition from Established to Idle,Critical,"show ip bgp neighbors 10.126.62.226, show ip bgp summary",debug ip bgp events,Critical
%BGP-5-STATECHANGE: neighbor 10.94.46.29 changed state from Idle to Connect,Info,"show ip bgp summary, show ip bgp neighbors 10.94.46.29",debug ip bgp events,Info
%BGP-5-SESSIONRESET: BGP Session reset with neighbor 10.176.163.3,Warning,"show ip bgp summary, show ip bgp neighbors",debug ip bgp events,Critical
%BGP-5-ADJCHANGE: neighbor 10.83.180.117 Down BGP Notification sent,Critical,"show ip bgp summary, show ip bgp neighbors 10.83.180.117, show log","debug ip bgp events, debug ip bgp updates",Critical
%BGP-5-STATECHANGE: neighbor 10.33.29.61 changed state from Idle to Connect,Info,"show ip bgp summary, show ip bgp neighbors 10.33.29.61",debug ip bgp events,Info
%BGP-5-SESSIONRESET: BGP Session reset with neighbor 10.16.143.74,Warning,"show ip bgp summary, show ip bgp neighbors",debug ip bgp events,Critical
%BGP-4-MSGDUMP: Message discarded from 10.104.101.24,Warning,"show ip bgp neighbors 10.104.101.24, show log",debug ip bgp updates,Warning
%BGP-4-MSGDUMP: Message discarded from 10.253.98.71,Warning,"show ip bgp neighbors 10.253.98.71, show log",debug ip bgp updates,Warning
%BGP-5-ADJCHANGE: neighbor 10.84.15.118 Down BGP Notification sent,Critical,"show ip bgp summary, show ip bgp neighbors 10.84.15.118, show log","debug ip bgp events, debug ip bgp updates",Critical
%BGP-4-BGP_BACKWARD_TRANSITION: BGP: Transition from Established to Idle,Critical,"show ip bgp neighbors 10.211.102.210, show ip bgp summary",debug ip bgp events,Critical
%BGP-5-ADJCHANGE: neighbor 10.80.193.41 Down BGP Notification sent,Critical,"show ip bgp summary, show ip bgp neighbors 10.80.193.41, show log","debug ip bgp events, debug ip bgp updates",Critical
%BGP-4-BGP_BACKWARD_TRANSITION: BGP: Transition from Established to Idle,Critical,"show ip bgp neighbors 10.248.87.28, show ip bgp summary",debug ip bgp events,Critical
%BGP-3-NOTIFICATION: received from neighbor 10.218.51.104 6/3 (Hold Timer Expired) 0 bytes,Critical,"show ip bgp summary, show log, show ip bgp neighbors 10.218.51.104","debug ip bgp events, debug ip bgp keepalives",Critical
%BGP-5-SESSIONRESET: BGP Session reset with neighbor 10.201.174.6,Warning,"show ip bgp summary, show ip bgp neighbors",debug ip bgp events,Critical
%BGP-5-ADJCHANGE: neighbor 10.74.60.73 Up,Info,"show ip bgp summary, show ip bgp neighbors 10.74.60.73","debug ip bgp events, debug ip bgp updates",Info
%BGP-5-STATECHANGE: neighbor 10.62.182.227 changed state from Idle to Connect,Info,"show ip bgp summary, show ip bgp neighbors 10.62.182.227",debug ip bgp events,Info
%BGP-3-NOTIFICATION: received from neighbor 10.80.38.232 6/3 (Hold Timer Expired) 0 bytes,Critical,"show ip bgp summary, show log, show ip bgp neighbors 10.80.38.232","debug ip bgp events, debug ip bgp keepalives",Critical
%BGP-5-STATECHANGE: neighbor 10.84.246.210 changed state from Idle to Connect,Info,"show ip bgp summary, show ip bgp neighbors 10.84.246.210",debug ip bgp events,Info
%BGP-4-MSGDUMP: Message discarded from 10.202.10.192,Warning,"show ip bgp neighbors 10.202.10.192, show log",debug ip bgp updates,Warning
%BGP-5-ADJCHANGE: neighbor 10.59.222.206 Down BGP Notification sent,Critical,"show ip bgp summary, show ip bgp neighbors 10.59.222.206, show log","debug ip bgp events, debug ip bgp updates",Critical
%BGP-3-NOTIFICATION: received from neighbor 10.230.138.191 6/3 (Hold Timer Expired) 0 bytes,Critical,"show ip bgp summary, show log, show ip bgp neighbors 10.230.138.191","debug ip bgp events, debug ip bgp keepalives",Critical
%BGP-5-ADJCHANGE: neighbor 10.202.160.77 Up,Info,"show ip bgp summary, show ip bgp neighbors 10.202.160.77","debug ip bgp events, debug ip bgp updates",Info
%BGP-5-ADJCHANGE: neighbor 10.21.15.62 Up,Info,"show ip bgp summary, show ip bgp neighbors 10.21.15.62","debug ip bgp events, debug ip bgp updates",Info
%BGP-5-SESSIONRESET: BGP Session reset with neighbor 10.32.129.186,Warning,"show ip bgp summary, show ip bgp neighbors",debug ip bgp events,Critical
%BGP-3-NOTIFICATION: received from neighbor 10.9.50.185 6/3 (Hold Timer Expired) 0 bytes,Critical,"show ip bgp summary, show log, show ip bgp neighbors 10.9.50.185","debug ip bgp events, debug ip bgp keepalives",Critical
